image_index,image_path,image_name,scale,inner_size,area_percent,mass_threshold,original_k,original_realized_mass_percent,retained_mass_percent,nucleus_set_overlap_percent,shared_token_count
84,/home/jihoon/jihoon/RVCD/MAIN_CODES/DB_single_concept_images_flux_generated/generated_images/collie.png,collie.png,2.0,168,25.0,0.9,1,94.6174144744873,92.19678044319153,100.0,1.0
84,/home/jihoon/jihoon/RVCD/MAIN_CODES/DB_single_concept_images_flux_generated/generated_images/collie.png,collie.png,2.5,134,16.0,0.9,1,94.6174144744873,87.01106309890747,100.0,1.0
84,/home/jihoon/jihoon/RVCD/MAIN_CODES/DB_single_concept_images_flux_generated/generated_images/collie.png,collie.png,3.0,112,11.11111111111111,0.9,1,94.6174144744873,91.29632115364075,100.0,1.0
85,/home/jihoon/jihoon/RVCD/MAIN_CODES/DB_single_concept_images_flux_generated/generated_images/colt.png,colt.png,1.0,336,100.0,0.9,4,91.3112223148346,91.3112223148346,100.0,4.0
85,/home/jihoon/jihoon/RVCD/MAIN_CODES/DB_single_concept_images_flux_generated/generated_images/colt.png,colt.png,1.5,224,44.44444444444444,0.9,4,91.3112223148346,90.659499168396,100.0,4.0
85,/home/jihoon/jihoon/RVCD/MAIN_CODES/DB_single_concept_images_flux_generated/generated_images/colt.png,colt.png,2.0,168,25.0,0.9,4,91.3112223148346,90.35321474075317,100.0,4.0
85,/home/jihoon/jihoon/RVCD/MAIN_CODES/DB_single_concept_images_flux_generated/generated_images/colt.png,colt.png,2.5,134,16.0,0.9,4,91.3112223148346,90.81613421440125,100.0,4.0
85,/home/jihoon/jihoon/RVCD/MAIN_CODES/DB_single_concept_images_flux_generated/generated_images/colt.png,colt.png,3.0,112,11.11111111111111,0.9,4,91.3112223148346,91.8773353099823,75.0,3.0
86,/home/jihoon/jihoon/RVCD/MAIN_CODES/DB_single_concept_images_flux_generated/generated_images/commode.png,commode.png,1.0,336,100.0,0.9,1,97.10062146186829,97.10062146186829,100.0,1.0
86,/home/jihoon/jihoon/RVCD/MAIN_CODES/DB_single_concept_images_flux_generated/generated_images/commode.png,commode.png,1.5,224,44.44444444444444,0.9,1,97.10062146186829,96.46562337875366,100.0,1.0
86,/home/jihoon/jihoon/RVCD/MAIN_CODES/DB_single_concept_images_flux_generated/generated_images/commode.png,commode.png,2.0,168,25.0,0.9,1,97.10062146186829,95.90298533439636,100.0,1.0
86,/home/jihoon/jihoon/RVCD/MAIN_CODES/DB_single_concept_images_flux_generated/generated_images/commode.png,commode.png,2.5,134,16.0,0.9,1,97.10062146186829,95.6186294555664,100.0,1.0
86,/home/jihoon/jihoon/RVCD/MAIN_CODES/DB_single_concept_images_flux_generated/generated_images/commode.png,commode.png,3.0,112,11.11111111111111,0.9,1,97.10062146186829,96.27504348754883,100.0,1.0
87,/home/jihoon/jihoon/RVCD/MAIN_CODES/DB_single_concept_images_flux_generated/generated_images/computer.png,computer.png,1.0,336,100.0,0.9,3,92.17852354049683,92.17852354049683,100.0,3.0
87,/home/jihoon/jihoon/RVCD/MAIN_CODES/DB_single_concept_images_flux_generated/generated_images/computer.png,computer.png,1.5,224,44.44444444444444,0.9,3,92.17852354049683,89.65193033218384,100.0,3.0
87,/home/jihoon/jihoon/RVCD/MAIN_CODES/DB_single_concept_images_flux_generated/generated_images/computer.png,computer.png,2.0,168,25.0,0.9,3,92.17852354049683,88.1344735622406,66.66666666666667,2.0
87,/home/jihoon/jihoon/RVCD/MAIN_CODES/DB_single_concept_images_flux_generated/generated_images/computer.png,computer.png,2.5,134,16.0,0.9,3,92.17852354049683,89.6021842956543,100.0,3.0
87,/home/jihoon/jihoon/RVCD/MAIN_CODES/DB_single_concept_images_flux_generated/generated_images/computer.png,computer.png,3.0,112,11.11111111111111,0.9,3,92.17852354049683,85.30717492103577,66.66666666666667,2.0
88,/home/jihoon/jihoon/RVCD/MAIN_CODES/DB_single_concept_images_flux_generated/generated_images/condor.png,condor.png,1.0,336,100.0,0.9,3,90.76074957847595,90.76074957847595,100.0,3.0
88,/home/jihoon/jihoon/RVCD/MAIN_CODES/DB_single_concept_images_flux_generated/generated_images/condor.png,condor.png,1.5,224,44.44444444444444,0.9,3,90.76074957847595,92.19929575920105,100.0,3.0
88,/home/jihoon/jihoon/RVCD/MAIN_CODES/DB_single_concept_images_flux_generated/generated_images/condor.png,condor.png,2.0,168,25.0,0.9,3,90.76074957847595,91.72711372375488,100.0,3.0
88,/home/jihoon/jihoon/RVCD/MAIN_CODES/DB_single_concept_images_flux_generated/generated_images/condor.png,condor.png,2.5,134,16.0,0.9,3,90.76074957847595,89.36914205551147,100.0,3.0
88,/home/jihoon/jihoon/RVCD/MAIN_CODES/DB_single_concept_images_flux_generated/generated_images/condor.png,condor.png,3.0,112,11.11111111111111,0.9,3,90.76074957847595,88.46688866615295,100.0,3.0
89,/home/jihoon/jihoon/RVCD/MAIN_CODES/DB_single_concept_images_flux_generated/generated_images/container.png,container.png,1.0,336,100.0,0.9,7,90.18773436546326,90.18773436546326,100.0,7.0
89,/home/jihoon/jihoon/RVCD/MAIN_CODES/DB_single_concept_images_flux_generated/generated_images/container.png,container.png,1.5,224,44.44444444444444,0.9,7,90.18773436546326,89.92169499397278,100.0,7.0
89,/home/jihoon/jihoon/RVCD/MAIN_CODES/DB_single_concept_images_flux_generated/generated_images/container.png,container.png,2.0,168,25.0,0.9,7,90.18773436546326,85.86971759796143,100.0,7.0
89,/home/jihoon/jihoon/RVCD/MAIN_CODES/DB_single_concept_images_flux_generated/generated_images/container.png,container.png,2.5,134,16.0,0.9,7,90.18773436546326,86.03295087814331,85.71428571428571,6.0
89,/home/jihoon/jihoon/RVCD/MAIN_CODES/DB_single_concept_images_flux_generated/generated_images/container.png,container.png,3.0,112,11.11111111111111,0.9,7,90.18773436546326,62.26950287818909,71.42857142857143,5.0
90,/home/jihoon/jihoon/RVCD/MAIN_CODES/DB_single_concept_images_flux_generated/generated_images/cop.png,cop.png,1.0,336,100.0,0.9,18,90.19119143486023,90.19119143486023,100.0,18.0
90,/home/jihoon/jihoon/RVCD/MAIN_CODES/DB_single_concept_images_flux_generated/generated_images/cop.png,cop.png,1.5,224,44.44444444444444,0.9,18,90.19119143486023,91.87147617340088,88.88888888888889,16.0
90,/home/jihoon/jihoon/RVCD/MAIN_CODES/DB_single_concept_images_flux_generated/generated_images/cop.png,cop.png,2.0,168,25.0,0.9,18,90.19119143486023,91.35351181030273,83.33333333333333,14.999999999999998
90,/home/jihoon/jihoon/RVCD/MAIN_CODES/DB_single_concept_images_flux_generated/generated_images/cop.png,cop.png,2.5,134,16.0,0.9,18,90.19119143486023,90.1824414730072,77.77777777777777,13.999999999999998
90,/home/jihoon/jihoon/RVCD/MAIN_CODES/DB_single_concept_images_flux_generated/generated_images/cop.png,cop.png,3.0,112,11.11111111111111,0.9,18,90.19119143486023,86.94770932197571,55.55555555555556,10.0
91,/home/jihoon/jihoon/RVCD/MAIN_CODES/DB_single_concept_images_flux_generated/generated_images/corgi.png,corgi.png,1.0,336,100.0,0.9,2,90.46677350997925,90.46677350997925,100.0,2.0
91,/home/jihoon/jihoon/RVCD/MAIN_CODES/DB_single_concept_images_flux_generated/generated_images/corgi.png,corgi.png,1.5,224,44.44444444444444,0.9,2,90.46677350997925,92.51805543899536,100.0,2.0
91,/home/jihoon/jihoon/RVCD/MAIN_CODES/DB_single_concept_images_flux_generated/generated_images/corgi.png,corgi.png,2.0,168,25.0,0.9,2,90.46677350997925,90.54901003837585,100.0,2.0
91,/home/jihoon/jihoon/RVCD/MAIN_CODES/DB_single_concept_images_flux_generated/generated_images/corgi.png,corgi.png,2.5,134,16.0,0.9,2,90.46677350997925,89.58964943885803,50.0,1.0
91,/home/jihoon/jihoon/RVCD/MAIN_CODES/DB_single_concept_images_flux_generated/generated_images/corgi.png,corgi.png,3.0,112,11.11111111111111,0.9,2,90.46677350997925,88.98115754127502,50.0,1.0
92,/home/jihoon/jihoon/RVCD/MAIN_CODES/DB_single_concept_images_flux_generated/generated_images/cormorant.png,cormorant.png,1.0,336,100.0,0.9,2,90.29926657676697,90.29926657676697,100.0,2.0
92,/home/jihoon/jihoon/RVCD/MAIN_CODES/DB_single_concept_images_flux_generated/generated_images/cormorant.png,cormorant.png,1.5,224,44.44444444444444,0.9,2,90.29926657676697,91.6489839553833,100.0,2.0
92,/home/jihoon/jihoon/RVCD/MAIN_CODES/DB_single_concept_images_flux_generated/generated_images/cormorant.png,cormorant.png,2.0,168,25.0,0.9,2,90.29926657676697,92.47701168060303,100.0,2.0
92,/home/jihoon/jihoon/RVCD/MAIN_CODES/DB_single_concept_images_flux_generated/generated_images/cormorant.png,cormorant.png,2.5,134,16.0,0.9,2,90.29926657676697,88.66661787033081,100.0,2.0
92,/home/jihoon/jihoon/RVCD/MAIN_CODES/DB_single_concept_images_flux_generated/generated_images/cormorant.png,cormorant.png,3.0,112,11.11111111111111,0.9,2,90.29926657676697,92.6734983921051,100.0,2.0
93,/home/jihoon/jihoon/RVCD/MAIN_CODES/DB_single_concept_images_flux_generated/generated_images/couch.png,couch.png,1.0,336,100.0,0.9,2,92.6448106765747,92.6448106765747,100.0,2.0
93,/home/jihoon/jihoon/RVCD/MAIN_CODES/DB_single_concept_images_flux_generated/generated_images/couch.png,couch.png,1.5,224,44.44444444444444,0.9,2,92.6448106765747,94.43172216415405,100.0,2.0
93,/home/jihoon/jihoon/RVCD/MAIN_CODES/DB_single_concept_images_flux_generated/generated_images/couch.png,couch.png,2.0,168,25.0,0.9,2,92.6448106765747,93.60991716384888,100.0,2.0
93,/home/jihoon/jihoon/RVCD/MAIN_CODES/DB_single_concept_images_flux_generated/generated_images/couch.png,couch.png,2.5,134,16.0,0.9,2,92.6448106765747,94.07404661178589,100.0,2.0
93,/home/jihoon/jihoon/RVCD/MAIN_CODES/DB_single_concept_images_flux_generated/generated_images/couch.png,couch.png,3.0,112,11.11111111111111,0.9,2,92.6448106765747,92.8566575050354,100.0,2.0
94,/home/jihoon/jihoon/RVCD/MAIN_CODES/DB_single_concept_images_flux_generated/generated_images/coupe.png,coupe.png,1.0,336,100.0,0.9,1,97.50540256500244,97.50540256500244,100.0,1.0
94,/home/jihoon/jihoon/RVCD/MAIN_CODES/DB_single_concept_images_flux_generated/generated_images/coupe.png,coupe.png,1.5,224,44.44444444444444,0.9,1,97.50540256500244,96.41985893249512,100.0,1.0
94,/home/jihoon/jihoon/RVCD/MAIN_CODES/DB_single_concept_images_flux_generated/generated_images/coupe.png,coupe.png,2.0,168,25.0,0.9,1,97.50540256500244,93.65019202232361,100.0,1.0
94,/home/jihoon/jihoon/RVCD/MAIN_CODES/DB_single_concept_images_flux_generated/generated_images/coupe.png,coupe.png,2.5,134,16.0,0.9,1,97.50540256500244,92.07608103752136,100.0,1.0
94,/home/jihoon/jihoon/RVCD/MAIN_CODES/DB_single_concept_images_flux_generated/generated_images/coupe.png,coupe.png,3.0,112,11.11111111111111,0.9,1,97.50540256500244,93.16798448562622,100.0,1.0
95,/home/jihoon/jihoon/RVCD/MAIN_CODES/DB_single_concept_images_flux_generated/generated_images/cow.png,cow.png,1.0,336,100.0,0.9,1,96.88882231712341,96.88882231712341,100.0,1.0
95,/home/jihoon/jihoon/RVCD/MAIN_CODES/DB_single_concept_images_flux_generated/generated_images/cow.png,cow.png,1.5,224,44.44444444444444,0.9,1,96.88882231712341,97.57879376411438,100.0,1.0
95,/home/jihoon/jihoon/RVCD/MAIN_CODES/DB_single_concept_images_flux_generated/generated_images/cow.png,cow.png,2.0,168,25.0,0.9,1,96.88882231712341,96.92283272743225,100.0,1.0
95,/home/jihoon/jihoon/RVCD/MAIN_CODES/DB_single_concept_images_flux_generated/generated_images/cow.png,cow.png,2.5,134,16.0,0.9,1,96.88882231712341,96.40412926673889,100.0,1.0
95,/home/jihoon/jihoon/RVCD/MAIN_CODES/DB_single_concept_images_flux_generated/generated_images/cow.png,cow.png,3.0,112,11.11111111111111,0.9,1,96.88882231712341,97.2841739654541,100.0,1.0
96,/home/jihoon/jihoon/RVCD/MAIN_CODES/DB_single_concept_images_flux_generated/generated_images/cowbird.png,cowbird.png,1.0,336,100.0,0.9,1,93.9134955406189,93.9134955406189,100.0,1.0
96,/home/jihoon/jihoon/RVCD/MAIN_CODES/DB_single_concept_images_flux_generated/generated_images/cowbird.png,cowbird.png,1.5,224,44.44444444444444,0.9,1,93.9134955406189,96.39344811439514,100.0,1.0
96,/home/jihoon/jihoon/RVCD/MAIN_CODES/DB_single_concept_images_flux_generated/generated_images/cowbird.png,cowbird.png,2.0,168,25.0,0.9,1,93.9134955406189,96.6903030872345,100.0,1.0
96,/home/jihoon/jihoon/RVCD/MAIN_CODES/DB_single_concept_images_flux_generated/generated_images/cowbird.png,cowbird.png,2.5,134,16.0,0.9,1,93.9134955406189,95.36596536636353,100.0,1.0
96,/home/jihoon/jihoon/RVCD/MAIN_CODES/DB_single_concept_images_flux_generated/generated_images/cowbird.png,cowbird.png,3.0,112,11.11111111111111,0.9,1,93.9134955406189,96.25236392021179,100.0,1.0
97,/home/jihoon/jihoon/RVCD/MAIN_CODES/DB_single_concept_images_flux_generated/generated_images/cowboy.png,cowboy.png,1.0,336,100.0,0.9,15,90.38175344467163,90.38175344467163,100.0,15.0
97,/home/jihoon/jihoon/RVCD/MAIN_CODES/DB_single_concept_images_flux_generated/generated_images/cowboy.png,cowboy.png,1.5,224,44.44444444444444,0.9,15,90.38175344467163,93.13504099845886,80.0,12.0
97,/home/jihoon/jihoon/RVCD/MAIN_CODES/DB_single_concept_images_flux_generated/generated_images/cowboy.png,cowboy.png,2.0,168,25.0,0.9,15,90.38175344467163,85.30369997024536,60.0,9.0
97,/home/jihoon/jihoon/RVCD/MAIN_CODES/DB_single_concept_images_flux_generated/generated_images/cowboy.png,cowboy.png,2.5,134,16.0,0.9,15,90.38175344467163,86.6811752319336,80.0,12.0
97,/home/jihoon/jihoon/RVCD/MAIN_CODES/DB_single_concept_images_flux_generated/generated_images/cowboy.png,cowboy.png,3.0,112,11.11111111111111,0.9,15,90.38175344467163,89.01299834251404,53.333333333333336,8.0
98,/home/jihoon/jihoon/RVCD/MAIN_CODES/DB_single_concept_images_flux_generated/generated_images/coworker.png,coworker.png,1.0,336,100.0,0.9,32,90.13005495071411,90.13005495071411,96.875,31.0
98,/home/jihoon/jihoon/RVCD/MAIN_CODES/DB_single_concept_images_flux_generated/generated_images/coworker.png,coworker.png,1.5,224,44.44444444444444,0.9,32,90.13005495071411,92.75333881378174,87.5,28.0
98,/home/jihoon/jihoon/RVCD/MAIN_CODES/DB_single_concept_images_flux_generated/generated_images/coworker.png,coworker.png,2.0,168,25.0,0.9,32,90.13005495071411,90.69273471832275,84.375,27.0
98,/home/jihoon/jihoon/RVCD/MAIN_CODES/DB_single_concept_images_flux_generated/generated_images/coworker.png,coworker.png,2.5,134,16.0,0.9,32,90.13005495071411,89.79724645614624,81.25,26.0
98,/home/jihoon/jihoon/RVCD/MAIN_CODES/DB_single_concept_images_flux_generated/generated_images/coworker.png,coworker.png,3.0,112,11.11111111111111,0.9,32,90.13005495071411,89.01425004005432,65.625,21.0
99,/home/jihoon/jihoon/RVCD/MAIN_CODES/DB_single_concept_images_flux_generated/generated_images/crow.png,crow.png,1.0,336,100.0,0.9,3,94.12527680397034,94.12527680397034,100.0,3.0
99,/home/jihoon/jihoon/RVCD/MAIN_CODES/DB_single_concept_images_flux_generated/generated_images/crow.png,crow.png,1.5,224,44.44444444444444,0.9,3,94.12527680397034,94.89995837211609,100.0,3.0
99,/home/jihoon/jihoon/RVCD/MAIN_CODES/DB_single_concept_images_flux_generated/generated_images/crow.png,crow.png,2.0,168,25.0,0.9,3,94.12527680397034,94.33476328849792,100.0,3.0
99,/home/jihoon/jihoon/RVCD/MAIN_CODES/DB_single_concept_images_flux_generated/generated_images/crow.png,crow.png,2.5,134,16.0,0.9,3,94.12527680397034,94.2226231098175,100.0,3.0
99,/home/jihoon/jihoon/RVCD/MAIN_CODES/DB_single_concept_images_flux_generated/generated_images/crow.png,crow.png,3.0,112,11.11111111111111,0.9,3,94.12527680397034,93.92185807228088,100.0,3.0
100,/home/jihoon/jihoon/RVCD/MAIN_CODES/DB_single_concept_images_flux_generated/generated_images/cup.png,cup.png,1.0,336,100.0,0.9,2,92.60221719741821,92.60221719741821,100.0,2.0
100,/home/jihoon/jihoon/RVCD/MAIN_CODES/DB_single_concept_images_flux_generated/generated_images/cup.png,cup.png,1.5,224,44.44444444444444,0.9,2,92.60221719741821,90.6228244304657,100.0,2.0
100,/home/jihoon/jihoon/RVCD/MAIN_CODES/DB_single_concept_images_flux_generated/generated_images/cup.png,cup.png,2.0,168,25.0,0.9,2,92.60221719741821,88.78107070922852,100.0,2.0
100,/home/jihoon/jihoon/RVCD/MAIN_CODES/DB_single_concept_images_flux_generated/generated_images/cup.png,cup.png,2.5,134,16.0,0.9,2,92.60221719741821,88.30400705337524,100.0,2.0
100,/home/jihoon/jihoon/RVCD/MAIN_CODES/DB_single_concept_images_flux_generated/generated_images/cup.png,cup.png,3.0,112,11.11111111111111,0.9,2,92.60221719741821,90.15418291091919,100.0,2.0
101,/home/jihoon/jihoon/RVCD/MAIN_CODES/DB_single_concept_images_flux_generated/generated_images/cupcake.png,cupcake.png,1.0,336,100.0,0.9,1,92.91967749595642,92.91967749595642,100.0,1.0
101,/home/jihoon/jihoon/RVCD/MAIN_CODES/DB_single_concept_images_flux_generated/generated_images/cupcake.png,cupcake.png,1.5,224,44.44444444444444,0.9,1,92.91967749595642,92.71634817123413,100.0,1.0
101,/home/jihoon/jihoon/RVCD/MAIN_CODES/DB_single_concept_images_flux_generated/generated_images/cupcake.png,cupcake.png,2.0,168,25.0,0.9,1,92.91967749595642,91.37539863586426,100.0,1.0
101,/home/jihoon/jihoon/RVCD/MAIN_CODES/DB_single_concept_images_flux_generated/generated_images/cupcake.png,cupcake.png,2.5,134,16.0,0.9,1,92.91967749595642,92.55741238594055,100.0,1.0
101,/home/jihoon/jihoon/RVCD/MAIN_CODES/DB_single_concept_images_flux_generated/generated_images/cupcake.png,cupcake.png,3.0,112,11.11111111111111,0.9,1,92.91967749595642,91.77594780921936,100.0,1.0
102,/home/jihoon/jihoon/RVCD/MAIN_CODES/DB_single_concept_images_flux_generated/generated_images/dachshund.png,dachshund.png,1.0,336,100.0,0.9,1,90.68641066551208,90.68641066551208,100.0,1.0
102,/home/jihoon/jihoon/RVCD/MAIN_CODES/DB_single_concept_images_flux_generated/generated_images/dachshund.png,dachshund.png,1.5,224,44.44444444444444,0.9,1,90.68641066551208,91.93214774131775,100.0,1.0
102,/home/jihoon/jihoon/RVCD/MAIN_CODES/DB_single_concept_images_flux_generated/generated_images/dachshund.png,dachshund.png,2.0,168,25.0,0.9,1,90.68641066551208,88.60808610916138,100.0,1.0
102,/home/jihoon/jihoon/RVCD/MAIN_CODES/DB_single_concept_images_flux_generated/generated_images/dachshund.png,dachshund.png,2.5,134,16.0,0.9,1,90.68641066551208,83.40142369270325,100.0,1.0
102,/home/jihoon/jihoon/RVCD/MAIN_CODES/DB_single_concept_images_flux_generated/generated_images/dachshund.png,dachshund.png,3.0,112,11.11111111111111,0.9,1,90.68641066551208,81.84171319007874,100.0,1.0
103,/home/jihoon/jihoon/RVCD/MAIN_CODES/DB_single_concept_images_flux_generated/generated_images/desk.png,desk.png,1.0,336,100.0,0.9,5,91.01395606994629,91.01395606994629,100.0,5.0
103,/home/jihoon/jihoon/RVCD/MAIN_CODES/DB_single_concept_images_flux_generated/generated_images/desk.png,desk.png,1.5,224,44.44444444444444,0.9,5,91.01395606994629,89.6409273147583,60.0,3.0
103,/home/jihoon/jihoon/RVCD/MAIN_CODES/DB_single_concept_images_flux_generated/generated_images/desk.png,desk.png,2.0,168,25.0,0.9,5,91.01395606994629,87.8328800201416,60.0,3.0
103,/home/jihoon/jihoon/RVCD/MAIN_CODES/DB_single_concept_images_flux_generated/generated_images/desk.png,desk.png,2.5,134,16.0,0.9,5,91.01395606994629,87.93818950653076,60.0,3.0
103,/home/jihoon/jihoon/RVCD/MAIN_CODES/DB_single_concept_images_flux_generated/generated_images/desk.png,desk.png,3.0,112,11.11111111111111,0.9,5,91.01395606994629,85.6549859046936,60.0,3.0
104,/home/jihoon/jihoon/RVCD/MAIN_CODES/DB_single_concept_images_flux_generated/generated_images/dinghy.png,dinghy.png,1.0,336,100.0,0.9,3,93.63524317741394,93.63524317741394,100.0,3.0
104,/home/jihoon/jihoon/RVCD/MAIN_CODES/DB_single_concept_images_flux_generated/generated_images/dinghy.png,dinghy.png,1.5,224,44.44444444444444,0.9,3,93.63524317741394,95.91681957244873,100.0,3.0
104,/home/jihoon/jihoon/RVCD/MAIN_CODES/DB_single_concept_images_flux_generated/generated_images/dinghy.png,dinghy.png,2.0,168,25.0,0.9,3,93.63524317741394,94.50984597206116,100.0,3.0
104,/home/jihoon/jihoon/RVCD/MAIN_CODES/DB_single_concept_images_flux_generated/generated_images/dinghy.png,dinghy.png,2.5,134,16.0,0.9,3,93.63524317741394,92.53600239753723,66.66666666666667,2.0
104,/home/jihoon/jihoon/RVCD/MAIN_CODES/DB_single_concept_images_flux_generated/generated_images/dinghy.png,dinghy.png,3.0,112,11.11111111111111,0.9,3,93.63524317741394,89.99547958374023,66.66666666666667,2.0
105,/home/jihoon/jihoon/RVCD/MAIN_CODES/DB_single_concept_images_flux_generated/generated_images/dining table.png,dining table.png,1.0,336,100.0,0.9,2,90.20606875419617,90.20606875419617,100.0,2.0
105,/home/jihoon/jihoon/RVCD/MAIN_CODES/DB_single_concept_images_flux_generated/generated_images/dining table.png,dining table.png,1.5,224,44.44444444444444,0.9,2,90.20606875419617,86.49871349334717,100.0,2.0
105,/home/jihoon/jihoon/RVCD/MAIN_CODES/DB_single_concept_images_flux_generated/generated_images/dining table.png,dining table.png,2.0,168,25.0,0.9,2,90.20606875419617,85.52089929580688,50.0,1.0
105,/home/jihoon/jihoon/RVCD/MAIN_CODES/DB_single_concept_images_flux_generated/generated_images/dining table.png,dining table.png,2.5,134,16.0,0.9,2,90.20606875419617,81.26001954078674,100.0,2.0
105,/home/jihoon/jihoon/RVCD/MAIN_CODES/DB_single_concept_images_flux_generated/generated_images/dining table.png,dining table.png,3.0,112,11.11111111111111,0.9,2,90.20606875419617,80.3152084350586,50.0,1.0
106,/home/jihoon/jihoon/RVCD/MAIN_CODES/DB_single_concept_images_flux_generated/generated_images/diningtable.png,diningtable.png,1.0,336,100.0,0.9,2,90.20606875419617,90.20606875419617,100.0,2.0
106,/home/jihoon/jihoon/RVCD/MAIN_CODES/DB_single_concept_images_flux_generated/generated_images/diningtable.png,diningtable.png,1.5,224,44.44444444444444,0.9,2,90.20606875419617,86.49871349334717,100.0,2.0
106,/home/jihoon/jihoon/RVCD/MAIN_CODES/DB_single_concept_images_flux_generated/generated_images/diningtable.png,diningtable.png,2.0,168,25.0,0.9,2,90.20606875419617,85.52089929580688,50.0,1.0
106,/home/jihoon/jihoon/RVCD/MAIN_CODES/DB_single_concept_images_flux_generated/generated_images/diningtable.png,diningtable.png,2.5,134,16.0,0.9,2,90.20606875419617,81.26001954078674,100.0,2.0
106,/home/jihoon/jihoon/RVCD/MAIN_CODES/DB_single_concept_images_flux_generated/generated_images/diningtable.png,diningtable.png,3.0,112,11.11111111111111,0.9,2,90.20606875419617,80.3152084350586,50.0,1.0
107,/home/jihoon/jihoon/RVCD/MAIN_CODES/DB_single_concept_images_flux_generated/generated_images/doberman.png,doberman.png,1.0,336,100.0,0.9,1,93.45974326133728,93.45974326133728,100.0,1.0
107,/home/jihoon/jihoon/RVCD/MAIN_CODES/DB_single_concept_images_flux_generated/generated_images/doberman.png,doberman.png,1.5,224,44.44444444444444,0.9,1,93.45974326133728,91.52103066444397,100.0,1.0
107,/home/jihoon/jihoon/RVCD/MAIN_CODES/DB_single_concept_images_flux_generated/generated_images/doberman.png,doberman.png,2.0,168,25.0,0.9,1,93.45974326133728,91.82354807853699,100.0,1.0
107,/home/jihoon/jihoon/RVCD/MAIN_CODES/DB_single_concept_images_flux_generated/generated_images/doberman.png,doberman.png,2.5,134,16.0,0.9,1,93.45974326133728,91.13638997077942,100.0,1.0
107,/home/jihoon/jihoon/RVCD/MAIN_CODES/DB_single_concept_images_flux_generated/generated_images/doberman.png,doberman.png,3.0,112,11.11111111111111,0.9,1,93.45974326133728,93.34321022033691,100.0,1.0
108,/home/jihoon/jihoon/RVCD/MAIN_CODES/DB_single_concept_images_flux_generated/generated_images/doctor.png,doctor.png,1.0,336,100.0,0.9,11,90.39402604103088,90.39402604103088,100.0,11.0
108,/home/jihoon/jihoon/RVCD/MAIN_CODES/DB_single_concept_images_flux_generated/generated_images/doctor.png,doctor.png,1.5,224,44.44444444444444,0.9,11,90.39402604103088,92.14978218078613,90.9090909090909,10.0
108,/home/jihoon/jihoon/RVCD/MAIN_CODES/DB_single_concept_images_flux_generated/generated_images/doctor.png,doctor.png,2.0,168,25.0,0.9,11,90.39402604103088,91.1206305027008,81.81818181818181,9.0
108,/home/jihoon/jihoon/RVCD/MAIN_CODES/DB_single_concept_images_flux_generated/generated_images/doctor.png,doctor.png,2.5,134,16.0,0.9,11,90.39402604103088,91.33358001708984,72.72727272727273,8.0
108,/home/jihoon/jihoon/RVCD/MAIN_CODES/DB_single_concept_images_flux_generated/generated_images/doctor.png,doctor.png,3.0,112,11.11111111111111,0.9,11,90.39402604103088,89.10908102989197,72.72727272727273,8.0
109,/home/jihoon/jihoon/RVCD/MAIN_CODES/DB_single_concept_images_flux_generated/generated_images/dog.png,dog.png,1.0,336,100.0,0.9,2,95.06866931915283,95.06866931915283,100.0,2.0
109,/home/jihoon/jihoon/RVCD/MAIN_CODES/DB_single_concept_images_flux_generated/generated_images/dog.png,dog.png,1.5,224,44.44444444444444,0.9,2,95.06866931915283,95.96390724182129,100.0,2.0
109,/home/jihoon/jihoon/RVCD/MAIN_CODES/DB_single_concept_images_flux_generated/generated_images/dog.png,dog.png,2.0,168,25.0,0.9,2,95.06866931915283,94.87029314041138,100.0,2.0
109,/home/jihoon/jihoon/RVCD/MAIN_CODES/DB_single_concept_images_flux_generated/generated_images/dog.png,dog.png,2.5,134,16.0,0.9,2,95.06866931915283,93.92718076705933,100.0,2.0
109,/home/jihoon/jihoon/RVCD/MAIN_CODES/DB_single_concept_images_flux_generated/generated_images/dog.png,dog.png,3.0,112,11.11111111111111,0.9,2,95.06866931915283,93.45157742500305,100.0,2.0
110,/home/jihoon/jihoon/RVCD/MAIN_CODES/DB_single_concept_images_flux_generated/generated_images/doggie.png,doggie.png,1.0,336,100.0,0.9,2,93.62688064575195,93.62688064575195,100.0,2.0
110,/home/jihoon/jihoon/RVCD/MAIN_CODES/DB_single_concept_images_flux_generated/generated_images/doggie.png,doggie.png,1.5,224,44.44444444444444,0.9,2,93.62688064575195,93.624347448349,100.0,2.0
110,/home/jihoon/jihoon/RVCD/MAIN_CODES/DB_single_concept_images_flux_generated/generated_images/doggie.png,doggie.png,2.0,168,25.0,0.9,2,93.62688064575195,92.53191947937012,100.0,2.0
110,/home/jihoon/jihoon/RVCD/MAIN_CODES/DB_single_concept_images_flux_generated/generated_images/doggie.png,doggie.png,2.5,134,16.0,0.9,2,93.62688064575195,91.39374494552612,100.0,2.0
110,/home/jihoon/jihoon/RVCD/MAIN_CODES/DB_single_concept_images_flux_generated/generated_images/doggie.png,doggie.png,3.0,112,11.11111111111111,0.9,2,93.62688064575195,91.17840528488159,100.0,2.0
111,/home/jihoon/jihoon/RVCD/MAIN_CODES/DB_single_concept_images_flux_generated/generated_images/doggy.png,doggy.png,1.0,336,100.0,0.9,2,93.0402398109436,93.0402398109436,100.0,2.0
